,rt,stimulus,key_press,stim_type,count,trial_type,trial_index,time_elapsed,internal_node_id,correct,practice,ResponseId
0,624.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/2incon4.png,52.0,incongruent,4,image-keyboard-response,86,243757,0.0-4.0-0.75,True,0,R_21Fe5Zie1owa6uc
1,640.7999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/3incon2.png,50.0,incongruent,2,image-keyboard-response,65,204126,0.0-4.0-0.54,True,0,R_21Fe5Zie1owa6uc
2,612.8999999910593,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/2incon4.png,52.0,incongruent,4,image-keyboard-response,64,201965,0.0-4.0-0.53,True,0,R_21Fe5Zie1owa6uc
3,528.7000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/1incon4.png,52.0,incongruent,4,image-keyboard-response,63,199443,0.0-4.0-0.52,True,0,R_21Fe5Zie1owa6uc
4,497.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/2incon3.png,51.0,incongruent,3,image-keyboard-response,62,197763,0.0-4.0-0.51,True,0,R_21Fe5Zie1owa6uc
5,556.2999999970198,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/2incon4.png,52.0,incongruent,4,image-keyboard-response,61,196092,0.0-4.0-0.50,True,0,R_21Fe5Zie1owa6uc
6,804.8000000119209,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/4incon2.png,50.0,incongruent,2,image-keyboard-response,60,194389,0.0-4.0-0.49,True,0,R_21Fe5Zie1owa6uc
7,549.9000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/4incon3.png,51.0,incongruent,3,image-keyboard-response,59,192058,0.0-4.0-0.48,True,0,R_21Fe5Zie1owa6uc
8,512.2000000029802,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/1incon4.png,52.0,incongruent,4,image-keyboard-response,58,190518,0.0-4.0-0.47,True,0,R_21Fe5Zie1owa6uc
9,524.6000000089407,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/3con.png,51.0,congruent,3,image-keyboard-response,57,189383,0.0-4.0-0.46,True,0,R_21Fe5Zie1owa6uc
10,713.5,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/1incon3.png,51.0,incongruent,3,image-keyboard-response,56,188229,0.0-4.0-0.45,True,0,R_21Fe5Zie1owa6uc
11,521.4000000059605,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/4incon1.png,49.0,incongruent,1,image-keyboard-response,55,186190,0.0-4.0-0.44,True,0,R_21Fe5Zie1owa6uc
12,417.70000000298023,https://cdn.jsdelivr.net/gh/dvitaa/jsPsych-in-Qualtrics65/countingstroop/img/1con.png,49.0,congruent,1,image-keyboard-response,54,185109,0.0-4.0-0.43,True,0,R_21Fe5Zie1owa6uc
